CARD_REF,STATE,BRAND_CODE,HOLDER,BALANCE_STR,ACTIVE_FLG,EXPIRY_TXT,CVV_TXT,COUNTRY_CODE,CURR,INTL_FLG,MAX_TX_DAY,MAX_TX_AMT,PROVIDER_NAME,PROVIDER_FEE,PROVIDER_LIMIT,PROVIDER_PRIORITY
VC-117197,B,05,JACOB GLASS,"1616,19",Y,01/28,196,ES,BRL,N,23,"2933,55",ADYEN,3.53,34547,3
VC-117198,A,02,CHRISTOPHER ADKINS,"3757,28",N,01/26,450,BR,USD,Y,8,"1387,62",PAYPAL,3.08,38716,5
VC-117199,B,02,MIRANDA MEYER,"3937,84",N,10/24,709,US,BRL,Y,44,"2426,84",STRIPE,4.12,20373,2
VC-117200,B,05,JAMES HERNANDEZ,"1256,99",Y,02/30,479,US,EUR,Y,45,"3257,62",ADYEN,2.50,84022,2
VC-117201,B,04,TODD GATES,"538,93",Y,04/28,265,ES,BRL,Y,26,"4947,31",SQUARE,3.89,22761,3
VC-117202,B,05,KENNETH PEREZ,"2450,79",N,03/27,715,ES,EUR,N,36,"4184,24",STRIPE,1.45,26243,4
VC-117203,A,02,NICHOLE BOOTH,"460,20",N,04/27,975,US,USD,Y,11,"991,87",SQUARE,0.68,74100,4
VC-117204,B,03,ALEXANDER KNOX,"1633,55",Y,12/24,548,ES,EUR,Y,2,"2197,43",PAYPAL,3.44,1796,1
VC-117205,B,05,JANET WEST,"2024,74",Y,10/26,169,ES,BRL,Y,12,"4390,93",SQUARE,2.85,89291,4
VC-117206,A,04,KEVIN MULLEN,"2523,66",Y,02/30,919,ES,BRL,Y,22,"560,31",PAYPAL,4.39,68029,4
VC-117207,B,02,LINDA SHERMAN,"1983,78",Y,02/27,458,PT,BRL,N,43,"2621,48",STRIPE,4.18,96112,5
VC-117208,A,01,BRIAN BRYANT,"4908,94",N,02/24,788,PT,BRL,Y,49,"4961,83",STRIPE,4.57,3455,3
VC-117209,B,02,PATRICIA ROBINSON,"2568,39",N,09/24,304,ES,EUR,Y,31,"1066,07",ADYEN,1.73,42414,2
VC-117210,B,05,MIRANDA CALLAHAN,"2149,67",N,03/25,647,PT,EUR,Y,39,"2295,03",STRIPE,3.24,67579,2
VC-117211,A,02,KEVIN PETERSON,"4879,92",Y,07/29,174,BR,USD,N,12,"4917,27",STRIPE,3.73,98087,1
VC-117212,B,03,NICHOLAS WIGGINS,"1498,02",Y,03/29,961,ES,EUR,Y,35,"1813,59",ADYEN,4.38,30387,2
VC-117213,A,02,TERRY BIRD,"2718,27",N,10/27,136,US,USD,N,39,"972,33",SQUARE,3.53,29054,2
VC-117214,B,01,JOSEPH KING,"4501,19",N,06/24,268,US,BRL,Y,39,"884,21",ADYEN,2.94,66885,5
VC-117215,B,04,MATTHEW LONG,"361,21",N,02/25,621,US,USD,N,17,"2913,55",ADYEN,1.18,83188,2
VC-117216,B,04,MARTIN RAMOS JR.,"1123,28",Y,01/29,367,ES,EUR,N,10,"2857,33",ADYEN,3.09,46589,3
VC-117217,A,05,CHARLES COOPER,"2471,14",Y,03/29,296,PT,USD,Y,47,"2301,94",PAYPAL,1.20,44809,5
VC-117218,A,05,REGINA WASHINGTON,"3805,57",Y,01/24,487,BR,BRL,Y,19,"463,81",STRIPE,4.63,1027,5
VC-117219,A,02,JAMIE TORRES,"2196,52",N,11/25,756,PT,USD,N,8,"1826,35",ADYEN,3.14,38107,5
VC-117220,A,01,AARON JOHNSON,"2782,18",N,09/24,970,ES,BRL,N,49,"2177,93",ADYEN,3.70,19814,2
VC-117221,B,05,TAMMY LEWIS,"3181,69",N,08/28,390,PT,EUR,Y,40,"1386,19",ADYEN,0.58,30568,4
VC-117222,B,04,MICHELLE ADAMS,"2764,74",Y,10/28,388,BR,USD,N,32,"4288,55",PAYPAL,2.47,96792,5
VC-117223,A,04,JENNIFER SMITH,"137,66",Y,11/30,455,ES,EUR,N,43,"2879,60",STRIPE,2.72,58632,5
VC-117224,A,04,EVAN BAILEY,"4126,70",N,01/30,841,BR,USD,N,31,"3351,39",ADYEN,2.84,34408,3
VC-117225,A,05,JASON JONES,"1030,90",N,09/29,280,PT,BRL,N,24,"720,71",STRIPE,2.05,93682,1
VC-117226,B,01,JIMMY JOHNSON,"974,58",N,01/24,918,ES,EUR,N,15,"4181,82",SQUARE,4.33,49731,1
VC-117227,B,05,TERRI MCBRIDE,"24,36",Y,01/27,312,ES,BRL,N,13,"3483,49",PAYPAL,4.95,97495,4
VC-117228,B,04,LISA REYNOLDS,"2126,06",N,03/28,435,BR,EUR,Y,7,"1840,91",STRIPE,2.84,46386,5
VC-117229,B,05,MICHAEL CHANG,"759,05",Y,08/27,610,US,USD,N,19,"1337,29",PAYPAL,2.85,75286,1
VC-117230,A,03,MICHELLE RIVERA,"1008,70",Y,06/29,392,PT,EUR,N,27,"703,37",SQUARE,2.75,62936,4
VC-117231,A,01,DONALD ADAMS,"3386,41",Y,01/30,953,US,EUR,Y,22,"4407,45",STRIPE,4.55,69768,4
VC-117232,A,02,JULIE GONZALEZ,"2188,62",N,08/29,649,ES,EUR,N,46,"3210,56",SQUARE,3.24,12299,5
VC-117233,A,01,JUSTIN BOYD,"2722,27",N,06/28,875,BR,USD,Y,7,"1279,10",STRIPE,1.14,81416,2
VC-117234,A,05,CHRISTOPHER LARA,"556,58",N,11/25,191,ES,BRL,N,6,"1078,42",SQUARE,4.00,10266,2
VC-117235,A,04,SCOTT GARZA,"869,14",N,05/24,998,US,BRL,N,35,"269,85",STRIPE,2.01,2440,5
VC-117236,A,01,AARON THOMPSON,"3199,72",N,05/28,186,US,BRL,Y,2,"4790,82",ADYEN,3.10,13763,5
VC-117237,A,02,DIANE HODGE,"2751,95",Y,12/27,788,BR,EUR,N,50,"2184,71",STRIPE,1.93,74431,3
VC-117238,B,03,ROBERT WERNER,"4175,72",N,01/26,130,US,USD,N,10,"2520,65",PAYPAL,4.83,21326,3
VC-117239,B,04,ANTHONY JACOBSON,"4679,62",Y,12/29,580,BR,USD,N,22,"4166,36",SQUARE,3.91,59259,5
VC-117240,A,02,NANCY ROBINSON,"3420,11",Y,11/28,749,ES,USD,N,40,"419,19",SQUARE,3.09,26649,2
VC-117241,A,05,BARBARA KELLY,"3975,65",N,10/27,847,US,BRL,N,12,"2533,60",ADYEN,4.25,98583,4
VC-117242,B,02,SHANE WALSH,"359,45",Y,03/26,593,BR,EUR,Y,9,"3225,88",PAYPAL,1.22,53858,2
VC-117243,A,01,CINDY WATSON,"1880,54",N,05/27,602,US,EUR,Y,44,"3734,92",PAYPAL,3.30,31493,5
VC-117244,A,02,STANLEY LYNCH,"4219,38",N,09/30,482,ES,USD,N,33,"716,89",SQUARE,3.96,73209,4
VC-117245,A,03,BRANDON MASON,"1033,87",Y,02/25,172,ES,USD,N,48,"1274,32",STRIPE,2.14,81661,5
VC-117246,B,03,JESSICA GARRISON,"1474,19",Y,01/24,819,BR,EUR,N,17,"3022,68",ADYEN,2.04,33650,1
VC-117247,A,04,KEITH WELLS,"1646,02",Y,10/29,600,PT,USD,N,28,"486,43",ADYEN,3.77,30512,1
VC-117248,A,02,VALERIE LEE,"2478,23",N,07/25,758,PT,USD,Y,22,"3062,49",PAYPAL,2.42,92948,3
VC-117249,A,04,TANNER DAVIDSON,"315,39",Y,09/28,705,ES,BRL,N,39,"517,24",PAYPAL,2.91,22726,3
VC-117250,A,01,TYLER SMITH,"2808,82",N,05/30,254,ES,USD,N,47,"2821,09",PAYPAL,0.99,19130,4
VC-117251,B,05,ANDREW WALSH,"986,41",N,11/29,699,BR,BRL,Y,16,"1070,37",PAYPAL,1.95,60164,1
VC-117252,A,01,APRIL GREEN,"3614,27",Y,03/26,181,US,EUR,N,19,"521,69",PAYPAL,4.26,62712,5
VC-117253,A,02,DANIELLE LEWIS,"2317,07",Y,06/24,852,ES,BRL,Y,10,"1906,88",STRIPE,3.90,52872,4
VC-117254,A,04,AARON WARNER,"840,14",N,05/28,411,ES,EUR,Y,34,"1900,99",SQUARE,2.95,52227,4
VC-117255,A,04,MRS. CYNTHIA NORRIS DVM,"1924,29",N,07/25,921,US,EUR,N,18,"457,53",ADYEN,3.73,32917,1
VC-117256,B,04,GREGORY SIMMONS,"4074,32",N,11/27,320,PT,USD,N,31,"1980,19",SQUARE,2.39,77541,2
VC-117257,A,05,ALEXANDER LOPEZ,"4172,10",Y,11/29,261,BR,USD,N,17,"2259,47",ADYEN,1.91,87517,4
VC-117258,A,04,JENNIFER PETERSON,"3929,74",N,05/27,108,ES,EUR,Y,8,"1847,68",SQUARE,3.41,59146,3
VC-117259,B,02,PATRICIA ESPINOZA,"1237,67",Y,08/30,719,ES,EUR,Y,43,"987,27",PAYPAL,3.29,33404,4
VC-117260,B,02,STEPHANIE SMITH,"3766,02",Y,10/29,586,US,USD,Y,30,"4268,68",PAYPAL,1.45,31225,2
VC-117261,A,05,KIMBERLY ANDRADE,"2282,40",N,05/29,378,ES,BRL,N,27,"1535,34",SQUARE,3.28,48268,3
VC-117262,A,01,JOSE CERVANTES,"1710,63",Y,01/25,390,PT,EUR,Y,3,"884,45",SQUARE,3.60,61823,2
VC-117263,A,04,MONIQUE PETERSON,"4200,50",N,12/26,286,PT,USD,Y,34,"792,44",STRIPE,2.17,90836,1
VC-117264,A,02,CHRISTINA BENDER,"440,40",N,07/28,861,ES,EUR,Y,8,"3778,12",STRIPE,4.78,35641,1
VC-117265,A,03,MICHELLE BROWN,"2364,30",N,04/25,298,PT,USD,Y,23,"4944,13",STRIPE,2.28,9152,1
VC-117266,B,01,SCOTT BOWEN,"4370,41",N,08/25,997,BR,BRL,N,46,"2064,32",ADYEN,4.73,60867,1
VC-117267,A,03,MELISSA JACKSON,"2593,73",N,03/27,325,BR,EUR,Y,35,"1598,92",SQUARE,2.09,40021,3
VC-117268,B,01,RYAN KIM,"1711,63",N,02/27,678,ES,EUR,Y,5,"2476,57",ADYEN,1.85,2737,4
VC-117269,B,04,KEVIN OWENS,"4807,79",Y,02/25,104,ES,EUR,Y,38,"2230,07",PAYPAL,2.87,48914,1
VC-117270,A,01,ADAM NIELSEN,"660,95",Y,10/26,161,US,USD,N,16,"1912,85",ADYEN,1.59,74345,2
VC-117271,A,02,SHARON FULLER,"3267,98",Y,01/24,306,US,BRL,N,30,"1457,23",STRIPE,1.75,45632,5
VC-117272,B,01,ERIN LYNCH,"2100,97",N,01/27,367,US,EUR,Y,48,"2285,40",ADYEN,0.90,84789,5
VC-117273,A,03,JAMES CAMPBELL,"2017,75",N,02/30,747,PT,EUR,N,17,"2010,88",SQUARE,4.60,62327,2
VC-117274,B,03,SUSAN JOHNSON,"4471,81",N,06/26,790,ES,EUR,N,1,"4367,42",PAYPAL,1.78,70756,1
VC-117275,A,01,PATRICIA WILSON MD,"2783,87",N,02/25,919,ES,EUR,N,2,"4694,65",PAYPAL,3.88,50874,2
VC-117276,B,02,JAMES CUNNINGHAM,"259,19",N,02/30,289,US,USD,N,17,"1393,13",ADYEN,1.61,47300,4
VC-117277,A,04,JENNIFER BELL,"1035,84",Y,08/29,637,ES,USD,N,14,"2327,18",SQUARE,0.79,83152,5
VC-117278,A,01,VIRGINIA HOPKINS,"1781,22",Y,05/30,174,ES,BRL,N,38,"4714,15",ADYEN,3.85,86745,5
VC-117279,B,05,ANDREA WOODARD,"359,54",Y,03/29,850,US,BRL,Y,34,"1492,41",ADYEN,0.69,49884,4
VC-117280,B,03,MICHAEL JENSEN,"615,99",N,05/25,931,PT,EUR,N,11,"1978,35",ADYEN,1.37,91682,1
VC-117281,B,03,BROOKE MITCHELL,"281,48",Y,06/30,104,ES,BRL,Y,45,"4522,85",SQUARE,3.43,93778,2
VC-117282,B,03,SARAH ADAMS,"1500,03",Y,05/25,211,PT,USD,N,35,"1271,36",PAYPAL,0.81,20662,2
VC-117283,A,05,JACKIE THOMPSON,"763,87",N,02/26,509,ES,EUR,N,16,"2209,57",STRIPE,4.41,51920,2
VC-117284,B,02,WILLIAM BROWN,"4701,19",Y,07/30,676,PT,BRL,Y,38,"107,27",STRIPE,2.44,90517,1
VC-117285,B,01,KAITLYN SULLIVAN,"137,25",N,02/26,823,US,USD,N,22,"421,56",PAYPAL,4.93,72974,3
VC-117286,A,05,KIMBERLY WRIGHT,"756,65",Y,10/28,242,ES,USD,Y,46,"4079,09",STRIPE,4.23,57149,5
VC-117287,B,04,JESSICA SANCHEZ,"416,03",N,09/30,171,BR,BRL,Y,39,"3474,49",SQUARE,2.04,85058,1
VC-117288,A,04,ALEXANDER GUTIERREZ,"4432,33",Y,11/24,168,PT,EUR,Y,13,"3398,09",STRIPE,3.17,11977,2
VC-117289,B,05,TRACIE POTTER,"4306,49",Y,04/25,220,PT,BRL,Y,29,"1717,06",SQUARE,4.15,73678,3
VC-117290,B,05,MR. MATTHEW GARCIA,"3715,78",N,06/25,517,BR,BRL,N,10,"4761,63",ADYEN,2.44,56534,5
VC-117291,B,05,RICHARD CAMERON,"1264,72",N,10/25,608,BR,EUR,N,43,"122,46",PAYPAL,4.83,19643,3
VC-117292,A,02,MR. GEORGE WHITE,"3019,88",N,06/26,873,PT,USD,Y,22,"3287,43",STRIPE,1.24,94922,1
VC-117293,A,04,MR. ANDREW CHRISTIAN,"4197,55",N,11/28,988,ES,EUR,N,16,"3822,93",PAYPAL,4.23,59082,3
VC-117294,A,05,THOMAS WELLS,"4788,76",N,05/30,374,US,BRL,N,19,"1151,74",ADYEN,0.65,81763,3
VC-117295,A,04,ANN MCCLAIN,"3862,70",N,04/25,448,US,EUR,N,47,"4552,57",STRIPE,3.50,97711,1
VC-117296,B,01,ETHAN RIOS,"3223,77",N,04/29,164,ES,EUR,N,26,"3958,20",STRIPE,4.96,7047,5
VC-117297,A,05,LOUIS KIRBY,"4549,20",Y,02/27,783,BR,USD,N,15,"4735,79",STRIPE,2.82,84939,1
VC-117298,A,02,GINA CHANDLER,"4221,71",Y,12/28,157,ES,USD,Y,49,"874,55",ADYEN,3.42,12204,5
VC-117299,A,01,MATTHEW DIXON,"1904,04",Y,07/26,128,US,BRL,N,47,"4413,75",PAYPAL,3.25,40406,4
VC-117300,B,02,JEANNE MARTINEZ,"4261,57",Y,12/26,573,US,EUR,Y,3,"2570,39",STRIPE,3.48,92687,3
VC-117301,B,04,EARL WHITE,"3166,61",N,12/28,995,PT,USD,Y,10,"2690,17",ADYEN,4.28,64578,2
VC-117302,B,04,RANDY WHITE,"1193,65",Y,01/27,839,BR,USD,N,37,"3086,62",PAYPAL,3.99,68229,2
VC-117303,B,03,ANTHONY MCCULLOUGH,"4225,22",N,01/28,473,US,EUR,Y,23,"2423,54",PAYPAL,2.60,40764,2
VC-117304,A,04,CHRISTOPHER SANCHEZ,"3584,42",Y,04/28,290,US,USD,Y,44,"2359,57",ADYEN,2.15,73945,3
VC-117305,A,02,ERNEST GIBSON,"285,15",N,08/27,959,ES,EUR,Y,19,"3103,81",STRIPE,3.00,48122,2
VC-117306,A,04,ERIC KING,"1536,34",Y,11/24,932,PT,BRL,Y,9,"4608,77",PAYPAL,1.85,70837,5
VC-117307,A,02,ROBERT SMITH,"3276,59",N,02/26,276,US,EUR,N,46,"2174,91",STRIPE,4.21,41475,1
VC-117308,B,01,AMY SCOTT,"1214,97",N,09/29,624,BR,BRL,Y,1,"2500,45",ADYEN,3.53,33246,2
VC-117309,B,02,ADRIAN ALLEN,"3536,06",N,08/29,869,PT,USD,Y,29,"569,53",SQUARE,2.13,13254,4
VC-117310,A,01,SARAH REYNOLDS,"4476,05",N,05/30,886,US,USD,N,49,"1168,98",PAYPAL,3.73,87142,1
VC-117311,B,04,JOHN YOUNG,"2267,21",Y,06/29,332,US,EUR,N,29,"2560,44",SQUARE,3.75,25058,1
VC-117312,A,04,KRISTINA HOLT,"45,91",N,02/24,944,ES,BRL,Y,9,"3576,19",SQUARE,2.97,87400,5
VC-117313,B,04,WHITNEY LEBLANC,"3662,29",Y,05/25,100,US,USD,Y,28,"1276,50",SQUARE,4.78,51954,5
VC-117314,A,02,RACHEL SPARKS,"3518,48",Y,09/28,251,ES,USD,Y,23,"1320,46",STRIPE,4.56,90998,3
VC-117315,A,03,CYNTHIA JACOBSON,"1174,53",Y,11/27,283,BR,EUR,Y,5,"4262,33",STRIPE,3.28,42537,2
VC-117316,A,03,MICHAEL BROWN,"4885,43",Y,11/29,522,BR,EUR,Y,43,"144,43",STRIPE,1.05,21976,5
VC-117317,B,02,DANIEL WILSON,"3818,78",N,12/29,415,US,BRL,N,22,"2972,87",SQUARE,4.65,89255,1
VC-117318,B,05,KRYSTAL POOLE,"1253,65",Y,05/25,743,PT,EUR,Y,31,"3386,02",SQUARE,2.55,36380,5
VC-117319,B,05,TONI REED MD,"865,68",Y,03/30,939,ES,EUR,Y,47,"3524,87",ADYEN,3.41,54183,4
VC-117320,B,04,SARAH MULLINS MD,"4819,03",Y,02/27,305,ES,EUR,N,24,"2727,62",ADYEN,0.62,28444,1
VC-117321,B,03,SEAN NGUYEN,"2614,18",N,05/29,288,PT,USD,N,27,"601,07",PAYPAL,2.28,93327,3
VC-117322,B,03,GARRETT ALEXANDER,"3472,72",N,04/27,702,US,USD,N,12,"3282,10",STRIPE,3.81,86908,2
VC-117323,B,02,ROBERT BOONE,"1957,80",N,01/26,341,ES,USD,N,48,"3483,82",STRIPE,1.63,83169,5
VC-117324,A,04,ROBERT JENNINGS,"3139,39",Y,09/27,398,ES,BRL,Y,39,"2744,55",STRIPE,4.32,61561,3
VC-117325,B,01,ANTHONY MAY,"2268,11",Y,12/24,122,BR,EUR,N,8,"1628,12",STRIPE,4.33,32499,5
VC-117326,A,02,SHANNON BARRETT,"3564,79",N,09/29,924,ES,EUR,N,48,"1257,45",PAYPAL,3.10,64366,1
VC-117327,A,01,KRISTEN KIRK,"1370,60",N,10/30,513,BR,EUR,Y,21,"3663,64",ADYEN,0.74,34863,2
VC-117328,B,02,MRS. JULIE THOMAS,"1699,32",N,08/29,540,US,USD,N,1,"1210,46",PAYPAL,1.22,37088,2
VC-117329,A,04,RYAN PETERSON,"4994,36",Y,04/30,473,ES,BRL,Y,39,"2719,03",ADYEN,4.58,76280,5
VC-117330,B,01,KELLY GREEN III,"2667,97",N,01/30,674,PT,BRL,Y,20,"196,80",PAYPAL,2.01,2494,4
VC-117331,A,01,KEVIN SCOTT,"4639,16",Y,11/26,232,US,EUR,N,44,"1455,20",PAYPAL,3.04,48443,2
VC-117332,A,03,KIMBERLY NIELSEN,"2171,16",Y,05/30,256,ES,BRL,Y,9,"1914,38",SQUARE,0.57,70509,4
VC-117333,A,03,TRACY WADE,"22,30",N,10/26,786,US,USD,Y,41,"672,80",PAYPAL,1.08,89978,1
VC-117334,A,03,SIERRA HALL,"4260,73",Y,10/25,139,ES,USD,Y,23,"4399,90",STRIPE,3.19,97824,1
VC-117335,A,04,CHERYL ASHLEY,"3264,92",Y,10/30,677,ES,BRL,Y,26,"4668,88",ADYEN,4.57,62157,2
VC-117336,A,04,SARAH WILLIAMS,"1295,64",Y,11/27,583,PT,EUR,N,21,"4587,34",SQUARE,2.00,52309,3
VC-117337,A,01,JOHN LEE,"61,48",N,12/29,281,BR,BRL,N,18,"4711,85",ADYEN,2.10,98672,2
VC-117338,B,04,DEBORAH SMITH,"2988,02",N,09/26,223,PT,EUR,Y,47,"3295,19",STRIPE,3.17,40385,3
VC-117339,A,01,JENNIFER GRIFFIN,"2317,66",Y,02/25,130,US,USD,Y,1,"4155,27",SQUARE,1.52,88975,1
VC-117340,A,04,SANDRA SMITH,"4205,36",N,08/30,850,BR,EUR,Y,28,"2599,23",STRIPE,4.28,47267,4
VC-117341,A,01,KENNETH MONROE,"3790,02",Y,12/29,651,BR,BRL,Y,14,"3396,25",PAYPAL,4.20,69700,3
VC-117342,A,04,LARRY PRICE,"1113,25",N,01/25,579,ES,BRL,N,24,"193,89",ADYEN,4.48,80715,2
VC-117343,A,01,ANITA MARQUEZ,"4840,72",Y,02/24,294,ES,EUR,Y,31,"4795,91",STRIPE,3.30,95572,5
VC-117344,B,02,ADAM AGUIRRE,"55,89",N,08/24,940,ES,BRL,N,34,"986,93",STRIPE,2.77,46143,1
VC-117345,A,02,CHRISTOPHER GONZALEZ,"4349,38",N,01/25,411,US,BRL,Y,13,"4626,52",ADYEN,2.03,17788,5
VC-117346,B,01,KATHY HESTER,"3642,06",Y,03/24,115,PT,USD,N,35,"3025,98",SQUARE,1.03,43989,5
VC-117347,A,04,JOEL GONZALEZ,"3605,05",N,12/26,102,US,BRL,N,31,"2250,08",STRIPE,3.98,50160,1
VC-117348,A,02,ELIZABETH CANNON,"1926,31",Y,08/25,157,ES,USD,N,3,"1702,91",SQUARE,1.11,53846,5
VC-117349,A,01,WANDA PINEDA,"4252,35",N,09/27,658,BR,EUR,Y,1,"4684,14",SQUARE,0.94,69417,3
VC-117350,B,03,DALE WHITEHEAD,"3686,49",N,11/26,953,PT,EUR,N,17,"1829,20",ADYEN,2.15,6482,1
VC-117351,A,05,ASHLEY VALENCIA,"3345,42",N,08/25,110,BR,EUR,Y,20,"3656,39",STRIPE,1.50,42207,3
VC-117352,A,02,JERRY SCOTT,"4152,11",Y,07/26,207,US,USD,Y,11,"784,18",SQUARE,4.56,3595,4
VC-117353,B,03,MR. MATTHEW ALVARADO,"1846,91",N,04/27,982,PT,BRL,N,43,"4520,21",ADYEN,0.75,65895,2
VC-117354,B,04,THOMAS FERGUSON,"2002,14",N,01/30,280,ES,USD,N,23,"4104,77",PAYPAL,3.97,57068,1
VC-117355,A,02,JOHN BAKER,"3581,49",N,10/28,759,US,BRL,N,20,"1547,46",SQUARE,3.55,15392,3
VC-117356,A,04,KENNETH PHELPS,"2582,10",Y,05/26,827,US,EUR,Y,14,"1495,58",ADYEN,2.27,90443,1
VC-117357,A,02,LESLIE WAGNER,"4310,11",Y,02/24,721,ES,USD,Y,33,"4004,47",ADYEN,3.79,98591,2
VC-117358,B,04,RALPH SANDOVAL,"1772,53",N,01/24,795,PT,EUR,N,30,"1347,13",ADYEN,4.34,97005,5
VC-117359,B,02,DANNY LAMB,"1000,63",Y,12/30,938,US,BRL,Y,11,"719,76",STRIPE,3.64,82253,2
VC-117360,A,04,MICHEAL MATHIS,"4679,21",Y,06/29,297,US,BRL,N,21,"2836,48",STRIPE,4.55,40579,3
VC-117361,B,04,DR. ROSS HERNANDEZ,"1294,24",Y,11/29,467,BR,BRL,N,25,"278,73",ADYEN,2.98,57619,3
VC-117362,B,05,ROBERTO WEST,"4234,07",N,01/30,318,BR,EUR,N,14,"3584,60",PAYPAL,3.90,87580,3
VC-117363,B,01,LISA PRATT,"1186,99",N,03/28,471,ES,BRL,N,44,"2764,86",ADYEN,4.60,90341,1
VC-117364,A,05,JESSICA DAVIS,"3960,96",N,07/25,109,ES,USD,N,44,"2183,90",PAYPAL,4.84,78951,5
VC-117365,B,04,ZACHARY RIVERA,"3090,29",N,05/30,241,ES,EUR,Y,6,"2831,81",STRIPE,3.76,7191,1
VC-117366,A,02,DR. JESSICA KIM MD,"360,86",Y,02/24,438,PT,USD,N,29,"4252,28",STRIPE,4.99,79755,2
VC-117367,A,02,JOHN TYLER,"2263,34",N,10/25,507,BR,BRL,N,11,"3154,52",PAYPAL,1.57,44983,1
VC-117368,A,05,ELIJAH HARRIS,"1367,80",Y,01/26,666,US,EUR,Y,30,"726,74",ADYEN,1.84,57773,4
VC-117369,B,05,STACY BARBER,"3733,27",N,12/28,876,US,USD,N,18,"3838,92",STRIPE,1.82,85322,5
VC-117370,A,03,BRITTNEY MARKS,"4788,99",N,10/28,619,US,BRL,N,40,"3871,14",SQUARE,2.04,89970,3
VC-117371,A,02,ALBERT GREENE,"388,96",N,11/25,676,BR,USD,N,27,"257,24",ADYEN,2.09,60021,1
VC-117372,B,03,MARISSA ROJAS,"2872,72",N,05/26,233,PT,BRL,N,46,"4357,58",ADYEN,4.94,65685,2
VC-117373,A,05,KRISTIN KENNEDY,"2487,46",N,09/24,793,ES,EUR,N,19,"482,95",SQUARE,2.24,40641,3
VC-117374,B,03,JORGE MURPHY,"2685,59",N,04/29,261,US,EUR,N,39,"3651,00",PAYPAL,2.94,51182,3
VC-117375,B,02,ANTHONY STAFFORD,"2139,54",Y,04/26,703,ES,EUR,N,48,"1024,81",STRIPE,4.79,99950,1
VC-117376,B,02,KRYSTAL MURRAY,"1174,83",N,04/30,611,PT,BRL,N,1,"2936,56",ADYEN,1.84,35335,1
VC-117377,B,01,JOSEPH SHAW,"3630,57",N,10/24,624,US,USD,Y,22,"1084,79",SQUARE,4.04,75623,2
VC-117378,B,03,MELISSA QUINN,"1952,47",N,03/30,700,US,USD,Y,41,"3993,89",PAYPAL,2.59,92097,5
VC-117379,A,02,LYNN WILLIS,"4091,67",Y,12/26,939,US,USD,Y,24,"3520,23",STRIPE,2.56,26142,5
VC-117380,B,01,KATHRYN RAMIREZ,"1821,65",N,06/30,829,BR,USD,N,35,"2042,95",SQUARE,1.57,18602,2
VC-117381,B,05,JOSE WILSON,"4218,36",Y,05/30,458,PT,BRL,Y,5,"2538,47",SQUARE,2.31,18603,2
VC-117382,B,04,MONIQUE WILSON,"2920,93",N,10/28,556,US,BRL,N,3,"197,04",PAYPAL,2.57,25006,5
VC-117383,A,04,MICHAEL ACOSTA,"3146,12",Y,01/25,262,US,BRL,Y,50,"2231,36",STRIPE,0.79,3495,2
VC-117384,B,04,SUSAN WALLACE,"4282,41",Y,04/27,450,ES,USD,Y,43,"2018,44",PAYPAL,2.64,97233,2
VC-117385,A,01,ERIN GONZALEZ,"194,27",Y,03/29,250,ES,USD,N,21,"2371,49",STRIPE,2.14,42466,3
VC-117386,A,05,SHELIA JONES,"1900,41",Y,12/27,503,ES,BRL,Y,49,"478,01",ADYEN,4.84,92015,5
VC-117387,A,04,JEFFREY YOUNG,"1289,29",Y,12/29,440,BR,EUR,N,28,"865,01",PAYPAL,4.53,81342,2
VC-117388,B,01,VALERIE VASQUEZ,"3987,43",N,10/24,526,US,USD,Y,42,"4471,55",STRIPE,1.66,4582,1
VC-117389,B,03,MRS. SHIRLEY WARREN,"1755,80",Y,07/30,316,PT,EUR,N,30,"4203,16",PAYPAL,4.34,20727,4
VC-117390,A,01,MARK BECK,"2155,71",Y,01/29,723,US,EUR,Y,50,"3272,29",ADYEN,3.36,30658,3
VC-117391,A,01,JOEL WILLIAMS,"520,50",N,10/25,868,PT,BRL,Y,40,"3843,40",SQUARE,2.60,41179,4
VC-117392,B,02,NANCY BISHOP,"1789,91",Y,03/28,481,US,EUR,N,15,"595,55",ADYEN,4.48,88720,1
VC-117393,A,05,AMBER COOPER,"4972,51",Y,06/26,772,PT,BRL,N,10,"4867,12",STRIPE,0.72,68805,2
VC-117394,B,03,JERRY MONROE,"3978,79",N,05/27,772,BR,USD,N,49,"2849,11",ADYEN,3.33,66691,4
VC-117395,B,02,HOWARD CHAPMAN,"759,94",N,05/24,622,US,USD,N,8,"3375,10",STRIPE,4.02,70317,3
VC-117396,B,04,NICHOLAS PHILLIPS,"4242,71",N,12/28,742,PT,EUR,Y,38,"1593,86",ADYEN,0.76,56268,4
VC-117397,B,02,JACOB BELL,"392,39",N,05/27,858,BR,EUR,Y,28,"892,40",SQUARE,4.36,23149,3
VC-117398,A,02,JOSHUA WALTERS,"967,11",N,10/27,997,ES,BRL,N,17,"2791,99",STRIPE,3.67,83570,2
VC-117399,A,01,MICHAEL HODGE,"3428,29",N,11/25,584,ES,USD,Y,37,"1170,22",PAYPAL,2.51,47855,1
VC-117400,A,04,LAURA COOKE,"779,32",Y,09/27,437,PT,BRL,N,6,"1127,67",STRIPE,0.78,28303,5
VC-117401,B,03,JESSICA SMITH,"3322,97",Y,11/26,201,PT,EUR,Y,6,"790,86",SQUARE,1.86,39157,2
